city,province,lease_term,type,price,beds,baths,sq_feet (don’t use),sq_feet,furnishing,Pets
Edmonton,Alberta,Long Term,Apartment,1730,1,1,780,780,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1730,2,2,876,876,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1730,2,2,931,931,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1729,1,1,527,527,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1729,2,2,823,823,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1728,2,1,859,859,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1728,2,1,860,860,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1727,2,1,909,909,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1727,2,1,914,914,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1725,1,1,497,497,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1725,1,1,589,589,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1725,2,1,700,700,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1725,2,1,798,798,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1725,2,1,935,935,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1725,2,2,998,998,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1722,1,1,661,661,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1720,1,1,469,469,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1720,1,1,780,780,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1719,1,1,634,634,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1719,1,1,635,635,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1719,2,1,894,894,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1719,2,2,894,894,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1719,2,1,1183,1183,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1718,2,2,908,908,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1717,1,1,636,636,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1714,1,1,730,730,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1714,2,2,842,842,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1714,2,2,960,960,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1714,3,1.5,1148,1148,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1710,1,1,469,469,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1710,1,1,497,497,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1710,1,1,650,650,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1710,2,2,837,837,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1705,1,1,469,469,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1704,2,2,850,850,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1700,1,1,497,497,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1700,1,1,560,560,TRUE,FALSE
Edmonton,Alberta,Long Term,Apartment,1700,1,1,633,633,FALSE,TRUE
Edmonton,Alberta,Short Term,Condo Unit,1700,1,1,750,750,TRUE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1700,2,2,756,756,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1700,2,2,800,800,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1700,2,1,840,840,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1700,3,1.5,895,895,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1700,2,2,924,924,FALSE,TRUE
Edmonton,Alberta,Long Term,House,1700,3,1,1000,1000,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1700,2,2,1100,1100,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1700,3,2.5,1120,1120,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1700,2,1.5,1386,1386,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1700,3,2.5,1725,1725,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1699,2,1,813,813,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1699,3,1,1050,1050,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1699,3,1,1175,1175,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1699,3,1.5,1200,1200,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1698,2,1,859,859,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1698,2,1,860,860,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1697,2,1,874,874,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1697,2,1,895,895,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1697,2,1,907,907,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1695,1,1,485,485,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1695,1,1,621,621,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1695,1,1,628,628,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,1,1,656,656,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,2,1,798,798,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,2,1,890,890,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,2,1,922,922,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,2,2,927,927,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,1.5,980,980,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,1.5,1047,1047,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1695,2,1.5,1059,1059,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,2.5,1087,1087,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,1,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,1,1128,1128,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1695,3,1.5,1232,1232,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1694,2,1,900,900,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1694,2,1.5,1159,1159,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1692,1,1,667,667,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1691,1,1,661,661,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1690,2,2,919,919,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1690,2,2,927,927,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1690,2,1,1048,1048,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1689,3,1.5,1117,1117,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1686,1,1,511,511,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1685,2,1,812,812,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1685,1,2,846,846,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1685,2,2,847,847,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1685,2,1,853,853,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1685,2,1,853,853,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1684,1,1,761,761,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1683,1,1,667,667,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1678,2,1,822,822,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1678,2,2,939,939,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1678,2,2,948,948,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1675,1,1,469,469,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1675,1,1,712,712,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1675,2,1,800,800,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1675,2,2,812,812,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1675,1,1,819,819,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1675,1,1,820,820,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1675,2,1,840,840,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1675,2,1,855,855,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1675,2,2,865,865,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1675,3,1.5,1200,1200,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1672,2,1,1164,1164,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1670,2,2,873,873,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1669,1,1,645,645,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1669,2,1,824,824,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1669,2,1,1012,1012,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1669,3,1,1180,1180,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1669,3,1,1200,1200,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1668,2,2,909,909,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1665,1,1,602,602,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1665,2,2,826,826,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1665,3,1,1300,1300,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1660,1,1,469,469,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1660,2,1,850,850,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1660,1,2,888,888,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1660,2,2,949,949,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1659,1,1,568,568,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1659,2,1,926,926,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1656,1,1,625,625,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1655,1,1,605,605,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1655,2,2,960,960,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1655,3,1.5,1039,1039,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1650,1,1,556,556,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1650,1,1,590,590,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1650,1,1,594,594,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1650,1,1,630,630,TRUE,FALSE
Edmonton,Alberta,Long Term,Apartment,1650,2,1,743,743,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1650,2,2,744,744,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,2,800,800,FALSE,FALSE
Edmonton,Alberta,Short Term,Condo Unit,1650,1,2,800,800,TRUE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,1,800,800,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1650,2,1,820,820,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1650,2,1,880,880,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,2,890,890,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1650,2,1,914,914,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,2,950,950,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,1,950,950,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,1,970,970,FALSE,TRUE
Edmonton,Alberta,Long Term,House,1650,2,1,1000,1000,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1650,2,1,1044,1044,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1650,2,2,1100,1100,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1650,3,1.5,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,1.5,1190,1190,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1650,2,2,1200,1200,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1649,2,2,742,742,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1649,2,1.5,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1649,3,1,1300,1300,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1646,1,1,550,550,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1645,2,2,809,809,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1645,3,1.5,1148,1148,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1644,3,1,980,980,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1641,2,2,812,812,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1640,1,1,633,633,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1638,2,1,722,722,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1637,1,1,663,663,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1635,1,1,721,721,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1635,1,1,752,752,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1635,2,2,836,836,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1633,1,1,578,578,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1630,2,1,812,812,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1629,2,1,950,950,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1629,3,1,1068,1068,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1627,2,2,863,863,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1626,1,1,705,705,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1625,1,1,560,560,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1625,2,2,885,885,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1625,2,2,960,960,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1625,2,2,990,990,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1625,3,1,1064,1064,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1621,1,1,625,625,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1620,1,1,625,625,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1620,3,1.5,1242,1242,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1619,2,1,808,808,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1611,1,1,560,560,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1609,4,1,1286,1286,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1606,2,1,845,845,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1604,1,1,600,600,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1600,1,1,500,500,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1600,2,1,588,588,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1600,1,1,710,710,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1600,2,2,831,831,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1600,2,1,845,845,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1600,2,2,864,864,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1600,2,2,870,870,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1600,1,1,904,904,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1600,2,2,1100,1100,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1600,2,1.5,1100,1100,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1599,1,1,602,602,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,1,1,611,611,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,1,1,646,646,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,1,1,700,700,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1599,2,1,780,780,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,2,2,989,989,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1599,2,1.5,1000,1000,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,3,1.5,1003,1003,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1599,2,1.5,1075,1075,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1599,2,1.5,1125,1125,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1599,2,1,1175,1175,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1598,1,1,525,525,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1597,3,1.5,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1595,1,1,585,585,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1595,2,2,600,600,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1595,2,1,775,775,FALSE,TRUE
Edmonton,Alberta,Long Term,House,1595,2,1,800,800,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1595,2,1,840,840,FALSE,TRUE
Edmonton,Alberta,Long Term,House,1595,3,1,850,850,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1595,2,1,850,850,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1595,2,2,907,907,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1595,2,1.5,969,969,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1595,2,1,980,980,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1595,3,1,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1595,3,1.5,1300,1300,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1594,2,1,850,850,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1592,1,1,543,543,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1590,3,1,1000,1000,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1589,2,1,1175,1175,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1586,1,1,540,540,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1586,1,1,578,578,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1581,2,2,881,881,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1579,1,1,750,750,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1579,3,1,856,856,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1579,3,1,901,901,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1579,2,1,918,918,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1579,2,1,978,978,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1578,1,1,625,625,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1578,2,1,1164,1164,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1575,1,1,500,500,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1575,1,1,585,585,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1575,1,1,819,819,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1575,1,1,820,820,FALSE,FALSE
Edmonton,Alberta,Long Term,House,1575,2,2.5,2160,2160,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1574,2,1,876,876,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1570,1,1,556,556,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1570,1,1,752,752,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1569,1,1,543,543,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1569,2,1.5,1000,1000,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1567,1,1,609,609,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1565,1,1,525,525,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1565,2,1,900,900,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1563,1,1,566,566,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1561,1,1,587,587,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1560,2,1,940,940,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1559,3,1,900,900,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1555,1,1,593,593,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1555,2,1,860,860,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1555,2,1.5,1003,1003,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1554,2,1.5,962,962,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1552,2,1,778,778,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1551,1,1,545,545,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1550,1,1,630,630,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1550,1,1,700,700,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1550,2,2,742,742,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1550,1,1,772,772,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1550,2,1,850,850,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1550,2,2,878,878,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1550,3,1,1033,1033,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1550,3,1.5,1100,1100,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1549,1,1,734,734,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1549,2,1,737,737,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1549,3,1,1030,1030,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1548,1,1,652,652,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1545,2,2,742,742,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1545,2,1.5,847,847,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1545,2,1,877,877,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1545,2,1.5,886,886,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1545,2,1,1050,1050,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1544,1,1,755,755,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1544,2,1,906,906,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1540,2,2,916,916,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1540,2,2,923,923,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1540,2,1,1023,1023,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1539,2,1,780,780,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1539,2,1.5,960,960,FALSE,FALSE
Edmonton,Alberta,Long Term,Townhouse,1539,2,1,1017,1017,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1538,2,2,937,937,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1536,1,1,535,535,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1535,1,1,550,550,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1535,1,1,603,603,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1535,1,1,672,672,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1534,2,1,880,880,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1530,1,1,490,490,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1530,1,1,684,684,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1530,2,1,780,780,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1529,1,1,593,593,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1529,3,1,859,859,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1529,1,1,913,913,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1529,3,1,1132,1132,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1529,3,1,1164,1164,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1527,1,1,476,476,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1527,1,1,800,800,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1526,1,1,587,587,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1525,1,1,475,475,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1525,1,1,560,560,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1525,1,1,712,712,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1524,2,1,850,850,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1520,1,1,501,501,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1519,2,1,964,964,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1519,2,1,1135,1135,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1515,1,1,653,653,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1515,2,1.5,1060,1060,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1514,2,1,859,859,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1512,1,1,525,525,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1509,2,1,604,604,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1509,2,2,901,901,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1509,3,1,930,930,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1509,3,1,938,938,FALSE,TRUE
Edmonton,Alberta,Long Term,Townhouse,1509,2,1,1175,1175,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1505,1,1,675,675,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1500,1,1,450,450,TRUE,TRUE
Edmonton,Alberta,Long Term,Apartment,1500,1,1,480,480,FALSE,TRUE
Edmonton,Alberta,Long Term,Apartment,1500,1,1,581,581,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1500,1,1,615,615,FALSE,TRUE
Edmonton,Alberta,Long Term,Condo Unit,1500,1,1,625,625,TRUE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,2,1,771,771,FALSE,FALSE
Edmonton,Alberta,Short Term,Condo Unit,1500,2,2,800,800,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,2,1,900,900,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1500,2,2,900,900,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,2,1,913,913,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,3,1.5,1000,1000,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,2,1,1000,1000,FALSE,FALSE
Edmonton,Alberta,Long Term,House,1500,3,1,1100,1100,FALSE,FALSE
Edmonton,Alberta,Long Term,Condo Unit,1500,2,1,1200,1200,FALSE,FALSE
Edmonton,Alberta,Long Term,Apartment,1500,2,1.5,1200,1200,FALSE,FALSE
